k_val,date,cosine,entity
k3,2016-11-11,0.2884985195201956,0.3490545522690832
k3,2016-11-28,0.25637048982103344,0.3251878325472551
k3,2016-11-04,0.19583076875193836,0.21055872190307892
k3,2016-11-12,0.2804830678281629,0.3939192985791677
k3,2016-11-24,0.24363921307645367,0.2672612419124244
k3,2016-11-08,0.22448400586509565,0.32163376045133846
k3,2016-11-09,0.24592646095339518,0.3746919917344788
k3,2016-11-25,0.15376940866947628,0.16609095970747995
k3,2016-11-13,0.26356394175351794,0.2994247358081712
k3,2016-11-05,0.1907233762060645,0.15901998717720703
k3,2016-11-29,0.22869006061913932,0.3287034788551747
k3,2016-11-22,0.21254669784086416,0.214422506967559
k3,2016-11-18,0.20301780404052758,0.1516196087157807
k3,2016-11-02,0.19291280545610293,0.2519763153394848
k3,2016-11-14,0.29734677106235197,0.37752978111956137
k3,2016-11-15,0.2616143847623306,0.2712254014483242
k3,2016-11-03,0.20039992328310893,0.23488808780588138
k3,2016-11-19,0.2608094984670868,0.3555795011093798
k3,2016-11-23,0.21407266762552654,0.22488822255440183
k10,2017-01-20,0.21640124064260774,0.21873931962990353
k10,2017-01-16,0.15467169075303713,0.14002800840280097
k10,2017-01-01,0.12949465495946422,0.16333444565054997
k10,2017-01-17,0.14702545864031594,0.14794534429106185
k10,2017-01-21,0.26682280501173167,0.2939258496003561
k10,2017-01-10,0.12297127360545962,0.17123372230469378
k10,2017-01-06,0.1319887150987112,0.14388861576723855
k10,2017-01-26,0.1943995323187887,0.17786239522459948
k10,2017-01-30,0.2785996906957849,0.3269451129671568
k10,2017-01-31,0.21685065220476152,0.2122774797171422
k10,2017-01-27,0.19806190609137792,0.19483849199282458
k10,2017-01-07,0.17872461207926427,0.21895686251771188
k10,2017-01-11,0.15780831109080518,0.1655211777204736
k10,2017-01-28,0.2093934636464907,0.19398205491497822
k10,2017-01-04,0.13055855168775865,0.14135900572083754
k10,2017-01-12,0.2418911146811922,0.2554933040898003
k10,2017-01-24,0.18199572784324491,0.23001065411447105
k10,2017-01-08,0.15053321231262623,0.18241699752710647
k10,2017-01-09,0.1211129792155429,0.13377121081198773
k10,2017-01-25,0.1543949272615179,0.1449427589131121
k10,2017-01-13,0.13663214314384975,0.157685969143944
k10,2017-01-05,0.12079380725771745,0.139264682449798
k10,2017-01-29,0.2688763046713482,0.33493383499507695
k10,2017-01-22,0.215009394800356,0.2033395524044388
k10,2017-01-18,0.17996944983344285,0.22064789082034394
k10,2017-01-02,0.13599223759591084,0.1630407264489847
k10,2017-01-14,0.12622785608640594,0.12673943539379176
k10,2017-01-15,0.15732252173369532,0.14203748164096108
k10,2017-01-03,0.11504786511275289,0.10540925533894596
k10,2017-01-19,0.14458657091742394,0.19968329354635303
k10,2017-01-23,0.18063897478346613,0.2077447826946374
k10,2016-12-20,0.14948145122462234,0.1907783960421001
k10,2016-12-16,0.12163398525838749,0.11950346259509309
k10,2016-12-01,0.12387547224360577,0.10191289532899897
k10,2016-12-17,0.1467567247077029,0.20111564907516769
k10,2016-12-21,0.14457221001978857,0.18912600391719392
k10,2016-12-10,0.11904108957784132,0.11327309435771979
k10,2016-12-06,0.1362091969616619,0.14412659875498002
k10,2016-12-26,0.1478057975841996,0.17312871728161008
k10,2016-12-30,0.1438316994226952,0.16765472885698188
k10,2016-12-31,0.1372505195597468,0.16759003476664838
k10,2016-12-27,0.12870825616634535,0.10966000390158759
k10,2016-12-07,0.13929198651708635,0.12546210878484682
k10,2016-12-11,0.16214322312561197,0.19151084503236718
k10,2016-12-28,0.15219970977272473,0.14856229753194933
k10,2016-12-04,0.1541168253045835,0.14388104248289596
k10,2016-12-12,0.13982097630468235,0.13893810660993777
k10,2016-12-24,0.16867728148404298,0.19953649995631076
k10,2016-12-08,0.1250603063422021,0.12068896523929687
k10,2016-12-09,0.13241573530663844,0.17778975055468987
k10,2016-12-25,0.1513317139732925,0.16012815380508713
k10,2016-12-13,0.1554977447388958,0.18860237232856666
k10,2016-12-05,0.14858182055755859,0.17743529707429018
k10,2016-12-29,0.1330203677979822,0.1834174891024353
k10,2016-12-22,0.11712708443831155,0.0850102284084451
k10,2016-12-18,0.14092835471785367,0.14781319121038664
k10,2016-12-02,0.13822790225572074,0.14457143874535142
k10,2016-12-14,0.12684838417750915,0.14845665030666771
k10,2016-12-15,0.1424591212891529,0.12942150723666423
k10,2016-12-03,0.1221887359195643,0.12065223589024968
k10,2016-12-19,0.14618769397042367,0.14452015758836928
k10,2016-12-23,0.1353034547393246,0.12546210878484682
k10,2016-11-20,0.17776305493601888,0.180158248443725
k10,2016-11-16,0.17553719980538363,0.19605986885237872
k10,2016-11-01,0.14122139585994833,0.16893434459987147
k10,2016-11-17,0.151817541573343,0.14452015758836928
k10,2016-11-21,0.17593632183890393,0.1731185431143353
k10,2016-11-10,0.2625913870217412,0.19716615056668688
k10,2016-11-06,0.1530385676921148,0.23722447920846515
k10,2016-11-26,0.1473707490945479,0.1763532774543743
k10,2016-11-30,0.14967324035482935,0.1311571846130619
k10,2016-11-27,0.1718565575580733,0.22084367734794086
k10,2016-11-07,0.15488265109751068,0.19819000802078615
k10,2016-11-11,0.22758465167971717,0.27273790516222846
k10,2016-11-28,0.169719253212174,0.21026103457466122
k10,2016-11-04,0.13128273335621798,0.13636895258111423
k10,2016-11-12,0.18956316920317545,0.25308170957535553
k10,2016-11-24,0.16058219839103938,0.16113631583445662
k10,2016-11-08,0.18299055764242975,0.24414557052516767
k10,2016-11-09,0.21983805158312011,0.34815531191139565
k10,2016-11-25,0.12294121889778567,0.1350763267011941
k10,2016-11-13,0.19486174818774596,0.2051550818160172
k10,2016-11-05,0.14139608524137823,0.12991396049232617
k10,2016-11-29,0.16404288433159564,0.20726080902342092
k10,2016-11-22,0.1504560439626866,0.12154950351912408
k10,2016-11-18,0.16841252375100807,0.12446097204675337
k10,2016-11-02,0.1333903972040627,0.15018785229652765
k10,2016-11-14,0.21146681992064142,0.22788416173946252
k10,2016-11-15,0.17631681638519617,0.19605986885237872
k10,2016-11-03,0.15357375246203198,0.16638161999547052
k10,2016-11-19,0.16881466329533287,0.21494774166194353
k10,2016-11-23,0.16469413824909093,0.16824008883651767
k1,2017-01-20,0.3242333378274755,0.33333333333333337
k1,2017-01-16,0.17112975188459906,0.14907119849998599
k1,2017-01-01,0.3520641717344701,0.4216370213557839
k1,2017-01-17,0.16063865341448946,0.0
k1,2017-01-21,0.49410090655517297,0.816496580927726
k1,2017-01-10,0.18679805723219248,0.21081851067789195
k1,2017-01-06,0.17294902290527692,0.23570226039551587
k1,2017-01-26,0.3241119319484255,0.21081851067789195
k1,2017-01-30,0.5037198024233086,0.7601169500660919
k1,2017-01-31,0.4823101344627903,0.7993052538854534
k1,2017-01-27,0.4050870117604893,0.4714045207910317
k1,2017-01-07,0.40914460696138805,0.6009252125773316
k1,2017-01-11,0.2707990030171831,0.408248290463863
k1,2017-01-28,0.39853650485310477,0.5163977794943222
k1,2017-01-04,0.19479279432093013,0.2581988897471611
k1,2017-01-12,0.5031179674881284,0.5374838498865699
k1,2017-01-24,0.2689135343047361,0.14907119849998599
k1,2017-01-08,0.2654166293080716,0.33333333333333337
k1,2017-01-09,0.18459588350351733,0.14907119849998599
k1,2017-01-25,0.1455799170385655,0.29814239699997197
k1,2017-01-13,0.20077229231703414,0.2581988897471611
k1,2017-01-05,0.21853920102033222,0.2581988897471611
k1,2017-01-29,0.4054639340057463,0.6324555320336759
k1,2017-01-22,0.48728960606060756,0.33333333333333337
k1,2017-01-18,0.304301036962861,0.4216370213557839
k1,2017-01-02,0.2645148493966641,0.21081851067789195
k1,2017-01-14,0.18302468705814562,0.14907119849998599
k1,2017-01-15,0.31258798158225687,0.3651483716701107
k1,2017-01-03,0.17895774079923843,0.14907119849998599
k1,2017-01-19,0.2190956114880478,0.14907119849998599
k1,2017-01-23,0.2514063910335678,0.4216370213557839
k1,2016-12-20,0.4295029320416792,0.6146362971528592
k1,2016-12-16,0.13238807737614883,0.14907119849998599
k1,2016-12-01,0.21432642952304706,0.2581988897471611
k1,2016-12-17,0.3153524929847313,0.5374838498865699
k1,2016-12-21,0.2566593357369347,0.28867513459481287
k1,2016-12-10,0.12681077192019555,0.14907119849998599
k1,2016-12-06,0.2081481745738647,0.2581988897471611
k1,2016-12-26,0.2824443018622121,0.4216370213557839
k1,2016-12-30,0.3826138214123913,0.5773502691896257
k1,2016-12-31,0.306787127462327,0.4714045207910317
k1,2016-12-27,0.2055767000124003,0.21081851067789195
k1,2016-12-07,0.15974421407887013,0.0
k1,2016-12-11,0.3243895696379353,0.4216370213557839
k1,2016-12-28,0.38170572922759627,0.44721359549995787
k1,2016-12-04,0.3097834479190464,0.2581988897471611
k1,2016-12-12,0.22290553274932298,0.14907119849998599
k1,2016-12-24,0.23033701981740942,0.2581988897471611
k1,2016-12-08,0.1866809339313833,0.2581988897471611
k1,2016-12-09,0.23822510845365674,0.3651483716701107
k1,2016-12-25,0.3877359128085374,0.5163977794943222
k1,2016-12-13,0.3239236340132634,0.5163977794943222
k1,2016-12-05,0.22712323567272852,0.3651483716701107
k1,2016-12-29,0.28796423697474,0.4216370213557839
k1,2016-12-22,0.13527691229256197,0.0
k1,2016-12-18,0.15131261459868212,0.0
k1,2016-12-02,0.31927818119116946,0.29814239699997197
k1,2016-12-14,0.23195302366926476,0.2581988897471611
k1,2016-12-15,0.16912140935837022,0.14907119849998599
k1,2016-12-03,0.2811603601198596,0.3944053188733077
k1,2016-12-19,0.25902549454397744,0.2581988897471611
k1,2016-12-23,0.1635734127527401,0.21081851067789195
k1,2016-11-20,0.3121704356938276,0.3944053188733077
k1,2016-11-16,0.23832371837781188,0.21081851067789195
k1,2016-11-01,0.28001117283752325,0.4216370213557839
k1,2016-11-17,0.35885030198632734,0.3944053188733077
k1,2016-11-21,0.24191760208239987,0.2581988897471611
k1,2016-11-10,0.3549604292246833,0.3651483716701107
k1,2016-11-06,0.2858908686502728,0.2581988897471611
k1,2016-11-26,0.3732080078866912,0.44721359549995787
k1,2016-11-30,0.2704401479539286,0.33333333333333337
k1,2016-11-27,0.3381778011656343,0.4216370213557839
k1,2016-11-07,0.39917857941437684,0.6324555320336759
k1,2016-11-11,0.41743655389128614,0.6146362971528592
k1,2016-11-28,0.387346476971942,0.44721359549995787
k1,2016-11-04,0.19630677931276164,0.28867513459481287
k1,2016-11-12,0.38503894536147387,0.5577733510227171
k1,2016-11-24,0.26307063876492975,0.29814239699997197
k1,2016-11-08,0.33548754028863065,0.5577733510227171
k1,2016-11-09,0.3285514814207435,0.5773502691896257
k1,2016-11-25,0.20495223714056382,0.21081851067789195
k1,2016-11-13,0.3434864170745835,0.4944132324730442
k1,2016-11-05,0.30515783140568215,0.2581988897471611
k1,2016-11-29,0.27093078855801966,0.29814239699997197
k1,2016-11-22,0.20996561559010182,0.21081851067789195
k1,2016-11-18,0.17925172937910377,0.21081851067789195
k1,2016-11-02,0.19966840673590855,0.2581988897471611
k1,2016-11-14,0.45131336389885407,0.6497862896539309
k1,2016-11-15,0.39163127479466636,0.3944053188733077
k1,2016-11-03,0.21467769421205052,0.2581988897471611
k1,2016-11-19,0.4157474668074644,0.5577733510227171
k1,2016-11-23,0.24668768634704458,0.29814239699997197
